"Year","StateAbbr","StateDesc","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","TotalPop18plus","LocationID","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text","Geolocation"
2023,"NC","North Carolina","Henderson","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",30.3,"","",23.6,37.1,"119,230","97,324",37089,"HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-82.4800088797413 35.336054724191)"
2023,"NC","North Carolina","Pamlico","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence",23,"","",19.5,27,"12,423","10,683",37137,"HLTHOUT","DEPRESSION","CrdPrv","Depression","POINT (-76.7287126546537 35.1471252533281)"
2023,"NC","North Carolina","Pamlico","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",36,"","",27.9,45,"12,423","10,683",37137,"HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-76.7287126546537 35.1471252533281)"
2023,"NC","North Carolina","Pender","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence",24.8,"","",21,28.8,"68,521","53,105",37141,"HLTHOUT","DEPRESSION","CrdPrv","Depression","POINT (-77.9052662106959 34.5249111261759)"
2023,"NC","North Carolina","Richmond","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",42.9,"","",34.4,51.6,"42,324","32,370",37153,"HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-79.7480501194479 35.0059731618643)"
2023,"ND","North Dakota","Adams","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence",16.2,"","",13.3,19.3,"2,163","1,737",38001,"RISKBEH","BINGE","CrdPrv","Binge Drinking","POINT (-102.5284049481 46.0968716061517)"
2023,"ND","North Dakota","Divide","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence",31.7,"","",28,35.5,"2,135","1,615",38023,"HLTHOUT","ARTHRITIS","CrdPrv","Arthritis","POINT (-103.487209803816 48.8149695350934)"
2023,"ND","North Dakota","Golden Valley","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",37.6,"","",30.2,47.7,"1,743","1,411",38033,"HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-103.846613268804 46.9402478503952)"
2023,"ND","North Dakota","Towner","BRFSS","Health Outcomes","Stroke among adults","%","Age-adjusted prevalence",3.3,"","",2.9,3.8,"2,030","1,581",38095,"HLTHOUT","STROKE","AgeAdjPrv","Stroke","POINT (-99.2456367154064 48.6856062470282)"
2023,"ND","North Dakota","Walsh","BRFSS","Disability","Any disability among adults","%","Crude prevalence",31.9,"","",27,36.9,"10,305","7,893",38099,"DISABLT","DISABILITY","CrdPrv","Any Disability","POINT (-97.7214186819972 48.3694863577566)"
2023,"OH","Ohio","Brown","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",41.6,"","",35.4,48.6,"43,777","33,846",39015,"HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-83.8672503844998 38.933768273729)"
2023,"OH","Ohio","Butler","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",39,"","",33.4,44.4,"393,043","302,288",39017,"HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-84.5755446176036 39.4386549224371)"
2023,"OH","Ohio","Butler","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",3.3,"","",2.9,3.7,"393,043","302,288",39017,"HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-84.5755446176036 39.4386549224371)"
2023,"OH","Ohio","Clark","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",4.2,"","",3.7,4.7,"134,610","104,368",39023,"HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-83.7843901210144 39.9166223719097)"
2023,"OH","Ohio","Fulton","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence",16.2,"","",13.4,19.3,"42,007","32,339",39051,"RISKBEH","BINGE","CrdPrv","Binge Drinking","POINT (-84.1297060031289 41.6019480693719)"
2023,"OH","Ohio","Highland","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",41.3,"","",35.1,47.6,"43,614","33,239",39071,"HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-83.6009281179684 39.1846774295258)"
2023,"OH","Ohio","Holmes","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence",29.3,"","",25.1,33.6,"44,386","31,037",39075,"HLTHOUT","DEPRESSION","CrdPrv","Depression","POINT (-81.9295580157618 40.5612300981469)"
2023,"OH","Ohio","Jackson","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence",33.5,"","",30.3,36.9,"32,606","24,867",39079,"HLTHOUT","ARTHRITIS","CrdPrv","Arthritis","POINT (-82.6182154386703 39.019742017525)"
2023,"OH","Ohio","Lucas","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",36.1,"","",31.6,40.6,"425,484","329,145",39095,"HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-83.6584628770734 41.6198809742992)"
2023,"OH","Ohio","Madison","BRFSS","Health Outcomes","Depression among adults","%","Age-adjusted prevalence",25.2,"","",21.7,29.4,"44,602","35,840",39097,"HLTHOUT","DEPRESSION","AgeAdjPrv","Depression","POINT (-83.4006589159011 39.894160047348)"
2023,"OH","Ohio","Miami","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",33.6,"","",27,40.4,"110,876","85,630",39109,"HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-84.2289753159029 40.0535853378213)"
2023,"OH","Ohio","Pickaway","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",3.5,"","",3,4,"61,086","47,959",39129,"HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-83.0242544082613 39.6418488739589)"
2023,"OH","Ohio","Putnam","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence",30.5,"","",27,34,"34,199","25,492",39137,"HLTHOUT","ARTHRITIS","CrdPrv","Arthritis","POINT (-84.1317442011222 41.0221222224867)"
2023,"OH","Ohio","Scioto","BRFSS","Disability","Any disability among adults","%","Crude prevalence",37.9,"","",33,42.7,"71,969","56,470",39145,"DISABLT","DISABILITY","CrdPrv","Any Disability","POINT (-82.9932730384393 38.80401792582)"
2023,"OH","Ohio","Scioto","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",44.7,"","",39,50.5,"71,969","56,470",39145,"HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-82.9932730384393 38.80401792582)"
2023,"OH","Ohio","Union","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence",26,"","",22.9,29,"69,637","53,037",39159,"HLTHOUT","ARTHRITIS","CrdPrv","Arthritis","POINT (-83.3715354336427 40.2993895656009)"
2023,"OK","Oklahoma","Beaver","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",4.1,"","",3.6,4.7,"5,018","3,798",40007,"HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-100.476794921527 36.7496415387971)"
2023,"OK","Oklahoma","Cotton","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",4.7,"","",4.1,5.3,"5,427","4,179",40033,"HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-98.3721992106375 34.2900586392925)"
2023,"OK","Oklahoma","Greer","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence",13,"","",11.1,14.9,"5,466","4,363",40055,"HLTHOUT","DIABETES","CrdPrv","Diabetes","POINT (-99.560687947098 34.9357323398987)"
2023,"OK","Oklahoma","Kiowa","BRFSS","Health Outcomes","Stroke among adults","%","Age-adjusted prevalence",3.9,"","",3.5,4.4,"8,398","6,366",40075,"HLTHOUT","STROKE","AgeAdjPrv","Stroke","POINT (-98.9808976739666 34.9163225627227)"
2023,"OK","Oklahoma","Mayes","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence",25.1,"","",21.5,28.8,"39,889","30,559",40097,"HLTHOUT","DEPRESSION","CrdPrv","Depression","POINT (-95.2306650873753 36.3019893623476)"
2023,"OK","Oklahoma","Muskogee","BRFSS","Health Outcomes","Stroke among adults","%","Age-adjusted prevalence",4,"","",3.6,4.5,"66,677","50,493",40101,"HLTHOUT","STROKE","AgeAdjPrv","Stroke","POINT (-95.3797854950482 35.6164240462291)"
2023,"OK","Oklahoma","Oklahoma","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence",11.5,"","",10.2,12.7,"808,866","605,014",40109,"HLTHOUT","CASTHMA","CrdPrv","Current Asthma","POINT (-97.4071852848576 35.5514988566603)"
2023,"OK","Oklahoma","Oklahoma","BRFSS","Health Outcomes","Obesity among adults","%","Age-adjusted prevalence",37.9,"","",34.1,41.6,"808,866","605,014",40109,"HLTHOUT","OBESITY","AgeAdjPrv","Obesity","POINT (-97.4071852848576 35.5514988566603)"
2023,"OK","Oklahoma","Pontotoc","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",3.8,"","",3.3,4.2,"38,396","28,720",40123,"HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-96.6840015218125 34.7283176992879)"
2023,"OR","Oregon","Curry","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence",38.9,"","",34.9,43.2,"23,296","20,052",41015,"HLTHOUT","ARTHRITIS","CrdPrv","Arthritis","POINT (-124.156361485654 42.4573016325707)"
2023,"OR","Oregon","Lake","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",4.7,"","",4.1,5.4,"8,293","6,626",41037,"HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-120.387435251771 42.7935852422964)"
2023,"OR","Oregon","Malheur","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence",24.8,"","",20.9,28.9,"32,044","23,797",41045,"HLTHOUT","DEPRESSION","CrdPrv","Depression","POINT (-117.623057858798 43.1934396293566)"
2023,"OR","Oregon","Wallowa","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",4.1,"","",3.4,4.8,"7,674","6,171",41063,"HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-117.180924426367 45.5797862976086)"
2023,"OR","Oregon","Wheeler","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",5.6,"","",4.9,6.4,"1,436","1,267",41069,"HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-120.027595419599 44.7260950246017)"
2023,"SC","South Carolina","Colleton","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",39.3,"","",32.1,45.9,"38,874","29,998",45029,"HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-80.6663807174442 32.8637476905498)"
2023,"SC","South Carolina","Pickens","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence",25.4,"","",21.9,29.2,"135,495","110,529",45077,"HLTHOUT","DEPRESSION","CrdPrv","Depression","POINT (-82.7248279101052 34.8875012785259)"
2023,"SC","South Carolina","Pickens","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",35.4,"","",29.3,41.7,"135,495","110,529",45077,"HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-82.7248279101052 34.8875012785259)"
2023,"SD","South Dakota","Beadle","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",4,"","",3.5,4.7,"19,591","13,979",46005,"HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-98.278833195103 44.4146782721707)"
2023,"SD","South Dakota","Dewey","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence",26.8,"","",23.9,29.8,"5,208","3,180",46041,"HLTHOUT","ARTHRITIS","CrdPrv","Arthritis","POINT (-100.87173450136 45.1566039411304)"
2023,"SD","South Dakota","Jones","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",4.6,"","",4,5.3,"855","664",46075,"HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-100.689729583305 43.9607078940522)"
2023,"SD","South Dakota","Sully","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence",18.8,"","",15.9,22,"1,494","1,195",46119,"HLTHOUT","DEPRESSION","CrdPrv","Depression","POINT (-100.132205430903 44.7153191297271)"
2023,"SD","South Dakota","Walworth","BRFSS","Disability","Any disability among adults","%","Crude prevalence",32.9,"","",27.8,38.2,"5,269","4,009",46129,"DISABLT","DISABILITY","CrdPrv","Any Disability","POINT (-100.031148111061 45.4299153339623)"
2023,"TN","Tennessee","Davidson","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",2.9,"","",2.6,3.3,"712,334","566,997",47037,"HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-86.7844516139432 36.1693282530084)"
2023,"TN","Tennessee","DeKalb","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",4.5,"","",3.9,5.2,"21,225","16,657",47041,"HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-85.832699687632 35.979986125338)"
2023,"TN","Tennessee","Fentress","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence",30.4,"","",26,34.7,"19,696","15,620",47049,"HLTHOUT","DEPRESSION","CrdPrv","Depression","POINT (-84.932645595067 36.380175365968)"
2023,"TN","Tennessee","Haywood","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",5.9,"","",5.3,6.6,"17,328","13,485",47075,"HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-89.284079406087 35.5828612383322)"
2023,"TN","Tennessee","Sullivan","BRFSS","Health Outcomes","Stroke among adults","%","Age-adjusted prevalence",3.2,"","",2.8,3.7,"162,135","131,383",47163,"HLTHOUT","STROKE","AgeAdjPrv","Stroke","POINT (-82.3045585275936 36.5129258294869)"
2023,"TN","Tennessee","Union","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence",14.6,"","",12.6,16.8,"20,741","16,391",47173,"HLTHOUT","DIABETES","CrdPrv","Diabetes","POINT (-83.8370837651738 36.2880602959072)"
2023,"TX","Texas","Bell","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",3.2,"","",2.9,3.5,"393,193","285,194",48027,"HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-97.4786872418696 31.0373016000356)"
2023,"TX","Texas","Caldwell","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence",7.5,"","",6.6,8.4,"49,859","38,288",48055,"DISABLT","HEARING","CrdPrv","Hearing Disability","POINT (-97.6196838584174 29.8365723490979)"
2023,"TX","Texas","Colorado","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence",21.1,"","",17.7,24.6,"21,117","16,091",48089,"HLTHOUT","DEPRESSION","CrdPrv","Depression","POINT (-96.5263230883207 29.6207696357925)"
2023,"TX","Texas","Gray","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence",37.6,"","",33,42,"20,916","15,662",48179,"HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure","POINT (-100.812739155708 35.4008162101796)"
2023,"TX","Texas","Hansford","BRFSS","Health Outcomes","Stroke among adults","%","Age-adjusted prevalence",3.2,"","",2.8,3.6,"5,071","3,618",48195,"HLTHOUT","STROKE","AgeAdjPrv","Stroke","POINT (-101.354568947694 36.2774356712956)"
2023,"TX","Texas","Hockley","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",3.6,"","",3.2,4,"21,460","15,783",48219,"HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-102.343246080123 33.6077107803393)"
2023,"TX","Texas","Irion","BRFSS","Disability","Vision disability among adults","%","Crude prevalence",5.3,"","",4.6,6.1,"1,549","1,190",48235,"DISABLT","VISION","CrdPrv","Vision Disability","POINT (-100.982444582177 31.3037547121267)"
2023,"TX","Texas","Jack","BRFSS","Disability","Vision disability among adults","%","Crude prevalence",6.4,"","",5.5,7.3,"8,875","6,909",48237,"DISABLT","VISION","CrdPrv","Vision Disability","POINT (-98.1724400107934 33.2337317040923)"
2023,"TX","Texas","King","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",5.3,"","",4.5,6.1,"217","168",48269,"HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-100.255805654489 33.6164384711197)"
2023,"TX","Texas","Menard","BRFSS","Health Outcomes","Stroke among adults","%","Age-adjusted prevalence",3.2,"","",2.8,3.6,"1,958","1,592",48327,"HLTHOUT","STROKE","AgeAdjPrv","Stroke","POINT (-99.8204913138862 30.8899004486762)"
2023,"TX","Texas","Mills","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",33,"","",24.7,41.3,"4,548","3,625",48333,"HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-98.5954945893768 31.4950789816718)"
2023,"TX","Texas","Moore","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",39,"","",35.3,43,"21,190","14,480",48341,"HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-101.893022217269 35.8377251925655)"
2023,"TX","Texas","Palo Pinto","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence",24,"","",20.5,27.8,"29,747","22,840",48363,"HLTHOUT","DEPRESSION","CrdPrv","Depression","POINT (-98.313009663541 32.7532102254697)"
2023,"TX","Texas","Panola","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",4.2,"","",3.7,4.7,"22,838","17,537",48365,"HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-94.305588373275 32.1624000860358)"
2023,"TX","Texas","Polk","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence",29.4,"","",26.3,33.5,"54,186","43,059",48373,"HLTHOUT","ARTHRITIS","CrdPrv","Arthritis","POINT (-94.8297760829209 30.7927542489747)"
2023,"TX","Texas","Rains","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence",15.8,"","",12.9,19.1,"12,986","10,414",48379,"RISKBEH","BINGE","CrdPrv","Binge Drinking","POINT (-95.7937641359223 32.8701771320508)"
2023,"UT","Utah","Carbon","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence",30.3,"","",27.2,33.7,"20,609","15,429",49007,"HLTHOUT","ARTHRITIS","CrdPrv","Arthritis","POINT (-110.589301278449 39.6480541147278)"
2023,"UT","Utah","Emery","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence",14,"","",11.8,16.4,"10,144","7,361",49015,"DISABLT","MOBILITY","CrdPrv","Mobility Disability","POINT (-110.700321039407 38.9966080927448)"
2023,"UT","Utah","Salt Lake","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence",21.2,"","",19.5,23.1,"1,185,813","893,016",49035,"HLTHOUT","ARTHRITIS","CrdPrv","Arthritis","POINT (-111.923821414061 40.6668492908776)"
2023,"UT","Utah","Sevier","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence",28.1,"","",24.7,31,"22,344","16,249",49041,"HLTHOUT","ARTHRITIS","CrdPrv","Arthritis","POINT (-111.804891080022 38.7476963024035)"
2023,"UT","Utah","Utah","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence",2.3,"","",2,2.7,"719,174","495,249",49049,"DISABLT","SELFCARE","CrdPrv","Self-care Disability","POINT (-111.670385454352 40.1199624151534)"
2023,"UT","Utah","Wayne","BRFSS","Health Outcomes","Depression among adults","%","Age-adjusted prevalence",27.3,"","",22.8,32.3,"2,614","2,014",49055,"HLTHOUT","DEPRESSION","AgeAdjPrv","Depression","POINT (-110.903829194024 38.3244257886812)"
2023,"UT","Utah","Weber","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",34.7,"","",30.5,38.8,"271,926","201,028",49057,"HLTHOUT","OBESITY","CrdPrv","Obesity","POINT (-111.913187387569 41.2700312453888)"
2023,"UT","Utah","Weber","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence",2.6,"","",2.3,3,"271,926","201,028",49057,"HLTHOUT","STROKE","CrdPrv","Stroke","POINT (-111.913187387569 41.2700312453888)"
2023,"VA","Virginia","Amherst","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence",15.1,"","",12.9,17.2,"31,396","25,190",51009,"HLTHOUT","DIABETES","CrdPrv","Diabetes","POINT (-79.1455618570558 37.6052072744598)"
2023,"VA","Virginia","Augusta","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence",13.2,"","",11.3,15.3,"78,247","64,233",51015,"HLTHOUT","DIABETES","CrdPrv","Diabetes","POINT (-79.1343293692758 38.1645487269489)"
2023,"VA","Virginia","Louisa","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence",23,"","",19.4,26.9,"41,037","32,859",51109,"HLTHOUT","DEPRESSION","CrdPrv","Depression","POINT (-77.9628983761112 37.9790442986696)"
2023,"VA","Virginia","Mecklenburg","BRFSS","Disability","Any disability among adults","%","Crude prevalence",38.1,"","",33.2,43,"30,648","24,987",51117,"DISABLT","DISABILITY","CrdPrv","Any Disability","POINT (-78.3629099075077 36.6803305710598)"
2023,"VA","Virginia","Nelson","BRFSS","Health Outcomes","Stroke among adults","%","Age-adjusted prevalence",3,"","",2.6,3.4,"14,705","12,117",51125,"HLTHOUT","STROKE","AgeAdjPrv","Stroke","POINT (-78.8862994754463 37.7872124006606)"
